 GL552VWR20ENG        FABMASTER (R)          licence #5053 NATSTEEL, 

 Test Fixture Nails    2107/2362 Selected Drills           29-Jun-2015 18:02
                       2107 Nails, 2371 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$670       2.641     3.160   2  3A   (T)  #2209 LANWAKEB         V VIA .
$671       2.650     3.265   3  3A   (T)  #263  ISOLATE          V VIA .
$672       2.600     3.258   3  3A   (T)  #94   BUF_PLT_RST#_X1  V VIA .
$673       2.542     3.262   3  3A   (T)  #100  N30864028        V VIA .
$674       2.494     3.293   3  3A   (T)  #104  N30863685        V VIA .
$675       2.481     3.354   3  3A   (T)  #1427 PCIE_RXP4_C      V VIA .
$676       2.488     3.460   3  3A   (T)  #1373 PCIE4_TXN_GLAN_X1 V VIA .
$677       2.486     3.511   3  3A   (T)  #2340 N38823626        V VIA .
$678       2.490     3.568   3  3A   (T)  #2342 N38823638        V VIA .
$679       2.488     3.618   3  3A   (T)  #2344 N38823644        V VIA .
$680       2.395     3.664   1  3A   (T)  #1017 SD_D0            V VIA .
$681       2.430     3.571   3  3A   (T)  #2341 N38823635        V VIA .
$682       2.361     3.334   2  3A   (T)  #1428 PCIE4_RXP_GLAN   V VIA .
$683       2.293     3.347   2  3A   (T)  #1377 EVDD10           V VIA .
$684       2.207     3.363   1  3A   (T)  #1376 PCIE4_TXP_GLAN   V VIA .
$685       2.298     3.437   1  3A   (T)  #1374 PCIE4_TXN_GLAN   V VIA .
$686       2.275     3.521   1  3A   (T)  #1019 SD_D3            V VIA .
$687       2.124     3.654   1  3A   (T)  #470  PM_RSMRST#       V VIA .
$688       2.295     3.690   1  3A   (T)  #1021 SD_CLK           V VIA .
$689       2.209     3.831   1  3A   (T)  #558  LAN_VDD_DISCHARGE V VIA .
$690       2.372     3.842   1  3A   (T)  #643  +3V_LAN_D        V VIA .
$691       2.413     4.021   1  3A   (T)  #560  LAN_VDDEN        V VIA .
$692       2.034     4.028   1  3A   (T)  #1945 LAN_GND          V VIA .
$693       1.607     4.193   1  3A   (T)  #2230 L_TRLP1_L        V VIA .
$694       1.703     4.219   1  3A   (T)  #2233 L_TRLM1_L        V VIA .
$695       1.963     4.199   2  3A   (T)  #647  L_CMT3           V VIA .
$696       2.034     4.201   2  3A   (T)  #646  N43326129        V VIA .
$697       1.973     4.319   1  3A   (T)  #645  L_CMT2           V VIA .
$698       1.934     4.416   1  3A   (T)  #649  L_CMT1           V VIA .
$699       1.979     4.503   1  3A   (T)  #648  L_CMT0           V VIA .
$700       2.401     4.673   1  3A   (T)  #79   SUSC_EC#         V VIA .
$701       2.326     4.782   1  3A   (T)  #534  3VA_DSW_PWRGD    V VIA .
$702       2.130     4.832   2  3A   (T)  #875  SMB1_CLK         V VIA .
$703       2.082     4.765   2  3A   (T)  #877  SMB1_DAT         V VIA .
$704       1.892     4.680   1  3A   (T)  #571  N26619538        V VIA .
$705       1.704     4.818   1  3A   (T)  #2320 +5VS_F           V VIA .
$706       1.666     4.921   1  3A   (T)  #1693 +5VS_HDMI_1      V VIA .
$707       1.614     5.122   1  3A   (T)  #1407 +5VS_HDMI        V VIA .
$708       1.492     5.218   1  3A   (T)  #1440 N46146751        V VIA .
$709       1.453     5.368   1  3A   (T)  #2321 N46146973        V VIA .
$710       1.400     5.718   1  3B   (T)  #268  +USB_C_VBUS      V VIA .
$711       1.402     5.848   2  3B   (T)  #1326 USB_C_U3B_RXP_C  V VIA .
$712       1.345     5.880   2  3B   (T)  #1321 USB_C_SUB1       V PIN T4702.1
$713       1.339     5.989   3  3B   (T)  #1329 USB_C_U3A_TXP_C  V VIA .
$714       1.388     5.972   3  3B   (T)  #1327 USB_C_U3A_TXN_C  V VIA .
$715       1.503     5.860   1  3B   (T)  #1324 USB_C_U3B_RXN_C  V VIA .
$716       1.598     5.565   2  3A   (T)  #1495 OC#              V VIA .
$717       1.650     5.619   3  3A   (T)  #408  USB_OC#0         V VIA .
$718       1.701     5.579   3  3A   (T)  #1492 N45596571        V VIA .
$719       1.883     5.680   1  3A   (T)  #1583 PCIE_WAKE#_USB31 V VIA .
$720       1.977     5.722   2  3B   (T)  #1391 +1.2VSUS_ASM     V VIA .
$721       1.965     5.647   2  3A   (T)  #1390 +3VSUS_ASM       V VIA .
$722       2.086     5.566   1  3A   (T)  #599  +3V_ASM          V VIA .
$723       2.128     5.455   1  3A   (T)  #1475 N46144115        V VIA .
$724       1.992     5.351   2  3A   (T)  #1315 USB_C_CC1        V VIA .
$725       1.949     5.290   2  3A   (T)  #16   IMVP8_PWRGD      V VIA .
$726       2.017     5.280   2  3A   (T)  #1316 USB_C_CC2        V VIA .
$727       2.046     5.208   2  3A   (T)  #479  N46145061        V VIA .
$728       1.944     5.220   2  3A   (T)  #480  DDI2_HDMI_HPD1   V VIA .
$729       1.876     5.137   1  3A   (T)  #209  +3VS             V VIA .
$730       1.892     4.966   1  3A   (T)  #269  Q4801_D          V VIA .
$731       1.944     5.040   1  3A   (T)  #1727 DDPC_SCL_PCH     V VIA .
$732       2.000     5.132   1  3A   (T)  #1726 DDPC_SDA_PCH     V VIA .
$733       2.084     5.149   2  3A   (T)  #1472 CC_EN            V VIA .
$734       2.042     5.015   2  3A   (T)  #1473 SDA              V VIA .
$735       2.111     5.008   2  3A   (T)  #1474 SCL              V VIA .
$736       2.245     5.093   1  3A   (T)  #1441 +1.8V            V VIA .
$737       2.381     5.153   2  3A   (T)  #1446 N46143720        V VIA .
$738       2.405     5.232   2  3A   (T)  #267  N46145649        V VIA .
$739       2.492     5.370   1  3A   (T)  #1572 U3_SPI_DO        V VIA .
$740       2.559     5.477   1  3A   (T)  #1581 CLKREQ5_USB31#   V VIA .
$741       2.851     5.471   1  3A   (T)  #1045 P_LS_3VSUS_ON_10 V VIA .
$742       2.824     5.558   1  3A   (T)  #553  VSUS_ON          V VIA .
$743       2.903     5.665   2  3A   (T)  #1046 P_LS_3VA_EC_ON_10 V VIA .
$744       2.867     5.740   2  3B   (T)  #884  PS_ON            V VIA .
$745       2.809     5.905   2  3B   (T)  #1579 CLK5_PCIE_USB31# V VIA .
$746       2.741     5.869   2  3B   (T)  #1580 CLK5_PCIE_USB31  V VIA .
$747       2.671     5.847   2  3B   (T)  #814  +1.2V_ASM_A      V VIA .
$748       2.507     5.869   1  3B   (T)  #1565 N44937736        V VIA .
$749       2.502     5.777   1  3B   (T)  #1569 REXT             V VIA .
$750       2.406     5.701   1  3B   (T)  #812  +3V_ASM_A        V VIA .
$751       2.429     5.556   1  3A   (T)  #1575 U3_SPI_CLK       V VIA .
$752       2.323     5.679   1  3A   (T)  #813  +1.2V_ASM        V VIA .
$753       2.267     5.938   1  3B   (T)  #1566 N44937724        V VIA .
$754       1.771     6.898   1  3B   (T)  #1052 +5V_IO           V VIA .
$755       1.909     7.346   1  3B   (T)  #1698 HGNDA_IO         V VIA .
$756       2.314     6.986   1  3B   (T)  #1355 GND_AUDIO_IO     V VIA .
$757       2.397     6.742   1  3B   (T)  #1354 GND_IO           V VIA .
$758       3.971     7.094   2  2B   (T)  #1423 +3VA_LID         V VIA .
$759       4.033     7.047   2  2B   (T)  #1424 LID_SW_OUT       V VIA .
$760       4.099     6.938   1  2B   (T)  #1422 GND_LID          V VIA .
$761       3.938     6.326   1  2B   (T)  #1459 P_IMVP8_TTSENSE_L_3PH_A_10 V VIA .
$762       4.914     6.356   1  2B   (T)  #343  P_IMVP8_VCC_LX1_30 V VIA .
$763       4.730     6.710   1  2B   (T)  #1083 P_IMVP8_VCC_DL1_30 V VIA .
$764       4.841     6.656   1  2B   (T)  #342  P_IMVP8_VCC_HG1_R_30 V VIA .
$765       4.988     6.607   1  2B   (T)  #1082 P_IMVP8_VCC_HG1_30 V VIA .
$766       5.102     6.750   1  2B   (T)  #22   P_IMVP8_DRVON    V VIA .
$767       5.465     7.340   1  2B   (T)  #819  P_IMVP8_SA_VIN_S V VIA .
$768       5.547     7.122   2  2B   (T)  #1098 P_IMVP8_SA_DL1_30 V VIA .
$769       5.620     7.122   2  2B   (T)  #657  +VCCIO_DISCHRG   V VIA .
$770       5.635     6.980   1  2B   (T)  #666  +VCCSA_DISCHRG   V VIA .
$771       5.954     6.893   1  2B   (T)  #665  +VCCSA           V VIA .
$772       6.052     6.872   1  2B   (T)  #628  EDP_RCOMP        V VIA .
$773       6.091     7.032   3  2B   (T)  #1430 +VCCSTG          V VIA .
$774       6.110     7.093   3  2B   (T)  #1893 CLK_PCI_BCLK#    V VIA .
$775       6.009     7.165   1  2B   (T)  #1894 CLK_PCI_BCLK     V VIA .
$776       5.759     7.512   1  2B   (T)  #228  +5VS             V VIA .
$777       6.118     7.381   1  2B   (T)  #1638 P_VCCIO_SNB_S    V VIA .
$778       6.160     7.179   3  2B   (T)  #219  CLK_24M#         V VIA .
$779       6.213     7.147   3  2B   (T)  #1891 CLK_CPU_BCLK#    V VIA .
$780       6.210     7.093   3  2B   (T)  #217  CLK_24M          V VIA .
$781       6.281     7.105   2  2B   (T)  #1699 N46443160        V VIA .
$782       6.379     7.099   1  2B   (T)  #1429 +1.0V_VCCPLL     V VIA .
$783       6.512     7.052   3  2B   (T)  #1236 PCIENB_RXN3      V VIA .
$784       6.546     7.014   3  2B   (T)  #1278 PCIENB_RXP3      V VIA .
$785       6.352     6.975   3  2B   (T)  #631  AUD_AZACPU_SDI_X1 V VIA .
$786       6.238     6.973   3  2B   (T)  #1774 CLK_PCI_BCLK_X1  V VIA .
$787       6.218     6.916   3  2B   (T)  #1773 CLK_PCI_BCLK#_X1 V VIA .
$788       6.301     6.934   2  2B   (T)  #1771 CLK_24M#_X1      V VIA .
$789       6.367     6.915   3  2B   (T)  #1760 N43431134        V PIN T0312.1
$790       6.287     6.859   3  2B   (T)  #1382 EDP_TXP0         V VIA .
$791       6.256     6.808   3  2B   (T)  #1772 CLK_24M_X1       V VIA .
$792       6.382     6.806   3  2B   (T)  #1759 N43431137        V PIN T0313.1
$793       6.443     6.808   3  2B   (T)  #1258 PCIENB_RXP1      V VIA .
$794       6.829     6.387   1  2B   (T)  #1780 +VDDQ_CLK        V VIA .
$795       6.816     6.808   1  2B   (T)  #1286 PCIENB_RXN13     V VIA .
$796       6.797     6.985   1  2B   (T)  #1252 PCIENB_RXN11     V VIA .
$797       6.613     7.367   1  2B   (T)  #2316 N16348975        V VIA .
$798       6.489     7.331   1  2B   (T)  #174  CPU_TRIGGER_PCH_X1 V VIA .
$799       6.381     7.233   1  2B   (T)  #160  H_VCCST_PWRGD    V VIA .
$800       6.336     7.468   3  2B   (T)  #1480 P_1.0VSUS_BOOT_R_30 V VIA .
$801       6.389     7.479   3  2B   (T)  #586  VCCIO_PWRGD      V VIA .
$802       6.434     7.542   2  2B   (T)  #1486 P_VCCIO_S5_10    V VIA .
$803       6.521     7.482   2  2B   (T)  #1704 N1581537         V VIA .
$804       6.589     7.512   2  2B   (T)  #1779 VCCIO_VCCSENSE   V VIA .
$805       6.624     7.627   2  2B   (T)  #291  FBA_VREFC_H      V VIA .
$806       6.556     7.606   2  2B   (T)  #601  P_VCCIO_VSENS_10 V VIA .
$807       6.593     7.805   1  2B   (T)  #2037 FBA_D45          V VIA .
$808       6.454     7.916   1  2B   (T)  #2033 FBA_D41          V VIA .
$809       6.372     7.602   2  2B   (T)  #603  P_VCCIO_VIN_S    V VIA .
$810       6.337     7.538   2  2B   (T)  #602  P_VCCIO_TON_10   V VIA .
$811       6.288     7.688   1  2B   (T)  #1479 P_VCCIO_BST_30   V VIA .
$812       6.173     7.872   1  2B   (T)  #290  FBA_VREFD_H      V VIA .
$813       6.112     7.952   3  2B   (T)  #2026 FBA_D35          V VIA .
$814       6.112     8.016   3  2B   (T)  #2073 FBA_EDC4         V VIA .
$815       6.153     7.985   3  2B   (T)  #2065 FBA_DBI4         V VIA .
$816       6.206     7.952   3  2B   (T)  #2025 FBA_D34          V VIA .
$817       6.237     8.014   2  2B   (T)  #2082 FBA_WCK45#       V VIA .
$818       6.174     8.046   3  2B   (T)  #2027 FBA_D36          V VIA .
$819       6.192     8.093   3  2B   (T)  #1988 FBA_CMD28        V VIA .
$820       6.206     8.142   3  2B   (T)  #1986 FBA_CMD26        V VIA .
$821       6.110     8.110   2  2B   (T)  #2030 FBA_D39          V VIA .
$822       6.019     8.305   3  2B   (T)  #491  FBA_CMD30        V VIA .
$823       6.071     8.298   3  2B   (T)  #2055 FBA_D61          V VIA .
$824       6.111     8.267   3  2B   (T)  #2057 FBA_D63          V VIA .
$825       6.111     8.330   3  2B   (T)  #2068 FBA_DBI7         V VIA .
$826       6.175     8.299   3  2B   (T)  #2056 FBA_D62          V VIA .
$827       6.223     8.284   3  2B   (T)  #2054 FBA_D60          V VIA .
$828       6.206     8.362   2  2B   (T)  #2084 FBA_WCK67#       V VIA .
$829       6.143     8.394   3  2B   (T)  #2076 FBA_EDC7         V VIA .
$830       6.093     8.411   3  2B   (T)  #2052 FBA_D59          V VIA .
$831       6.112     8.461   3  2B   (T)  #2050 FBA_D57          V VIA .
$832       6.143     8.503   3  2B   (T)  #2051 FBA_D58          V VIA .
$833       6.206     8.456   3  2B   (T)  #2049 FBA_D56          V VIA .
$834       6.395     8.236   2  2B   (T)  #1980 FBA_CMD20        V VIA .
$835       6.459     8.204   2  2B   (T)  #1967 FBA_CLK1         V VIA .
$836       6.426     8.142   2  2B   (T)  #1975 FBA_CMD16        V VIA .
$837       6.332     8.163   1  2B   (T)  #1976 FBA_CMD17        V VIA .
$838       6.395     8.047   3  2B   (T)  #2038 FBA_D46          V VIA .
$839       6.444     8.067   3  2B   (T)  #2036 FBA_D44          V VIA .
$840       6.458     8.016   3  2B   (T)  #2066 FBA_DBI5         V VIA .
$841       6.509     8.030   3  2B   (T)  #2074 FBA_EDC5         V VIA .
$842       6.526     7.982   3  2B   (T)  #2035 FBA_D43          V VIA .
$843       6.651     7.992   1  2B   (T)  #2034 FBA_D42          V VIA .
$844       6.730     8.165   1  2B   (T)  #163  +FBVDDQ          V VIA .
$845       6.691     8.455   3  2B   (T)  #1977 FBA_CMD18        V VIA .
$846       6.670     8.510   3  2B   (T)  #1985 FBA_CMD25        V VIA .
$847       6.584     8.538   1  2B   (T)  #1984 FBA_CMD24        V VIA .
$848       6.448     8.566   3  2B   (T)  #1983 FBA_CMD23        V VIA .
$849       6.400     8.599   3  2B   (T)  #1990 FBA_CMD31        V VIA .
$850       6.432     8.701   3  2B   (T)  #1969 FBA_CMD0         V VIA .
$851       6.480     8.681   3  2B   (T)  #1979 FBA_CMD2         V VIA .
$852       6.530     8.661   3  2B   (T)  #1995 FBA_CMD8         V VIA .
$853       6.579     8.641   3  2B   (T)  #1971 FBA_CMD10        V VIA .
$854       6.625     8.619   3  2B   (T)  #1973 FBA_CMD12        V VIA .
$855       6.683     8.830   1  2B   (T)  #2060 FBA_D9           V VIA .
$856       6.636     8.911   1  2B   (T)  #636  N33355273        V VIA .
$857       6.565     8.824   3  2B   (T)  #2000 FBA_D11          V VIA .
$858       6.490     8.859   3  2B   (T)  #2070 FBA_EDC1         V VIA .
$859       6.509     8.907   3  2B   (T)  #2062 FBA_DBI1         V VIA .
$860       6.489     8.953   3  2B   (T)  #2004 FBA_D15          V VIA .
$861       6.440     8.939   3  2B   (T)  #2003 FBA_D14          V VIA .
$862       6.427     8.891   3  2B   (T)  #2001 FBA_D12          V VIA .
$863       6.206     8.921   3  2B   (T)  #2053 FBA_D6           V VIA .
$864       6.206     8.858   3  2B   (T)  #2077 FBA_WCK01        V VIA .
$865       6.206     8.795   3  2B   (T)  #2009 FBA_D2           V VIA .
$866       6.154     8.721   3  2B   (T)  #1998 FBA_D1           V VIA .
$867       6.127     8.779   3  2B   (T)  #2020 FBA_D3           V VIA .
$868       6.143     8.828   3  2B   (T)  #2069 FBA_EDC0         V VIA .
$869       6.094     8.843   3  2B   (T)  #2061 FBA_DBI0         V VIA .
$870       6.112     8.891   3  2B   (T)  #2042 FBA_D5           V VIA .
$871       6.095     8.939   3  2B   (T)  #2058 FBA_D7           V VIA .
$872       6.053     9.100   1  2B   (T)  #2019 FBA_D29          V VIA .
$873       6.174     9.079   2  2B   (T)  #1974 FBA_CMD15        V VIA .
$874       6.250     9.025   1  2B   (T)  #1996 FBA_CMD9         V VIA .
$875       6.364     9.017   1  2B   (T)  #1970 FBA_CMD1         V VIA .
$876       6.426     9.079   1  2B   (T)  #1992 FBA_CMD5         V VIA .
$877       6.238     9.206   2  2B   (T)  #2080 FBA_WCK23#       V VIA .
$878       6.207     9.143   2  2B   (T)  #2022 FBA_D31          V VIA .
$879       6.111     9.174   3  2B   (T)  #2064 FBA_DBI3         V VIA .
$880       6.127     9.222   3  2B   (T)  #2072 FBA_EDC3         V VIA .
$881       6.175     9.237   3  2B   (T)  #2016 FBA_D26          V VIA .
$882       6.206     9.300   2  2C   (T)  #2014 FBA_D24          V VIA .
$883       6.115     9.315   3  2C   (T)  #2015 FBA_D25          V VIA .
$884       6.076     9.268   3  2B   (T)  #2017 FBA_D27          V VIA .
$885       5.738     9.244   1  2B   (T)  #2265 N56807480        V VIA .
$886       5.769     9.870   1  2C   (T)  #1298 A/D_DOCK_IN      V VIA .
$887       6.142     9.508   1  2C   (T)  #1496 +V_DCJACK        V VIA .
$888       6.866    10.162   1  2C   (T)  #1685 P_CHG_PATH_19V_SHAPE V VIA .
$889       7.191    10.216   1  2C   (T)  #374  P_CHG_LG_30      V VIA .
$890       7.457     9.802   3  1C   (T)  #2154 FBB_D41          V VIA .
$891       7.407     9.784   3  2C   (T)  #2156 FBB_D43          V VIA .
$892       7.344     9.784   3  2C   (T)  #2187 FBB_DBI5         V VIA .
$893       7.282     9.784   3  2C   (T)  #2160 FBB_D47          V VIA .
$894       7.206     9.832   1  2C   (T)  #639  N33962662        V VIA .
$895       7.118     9.905   3  2C   (T)  #1550 N33962664        V VIA .
$896       7.105     9.854   3  2C   (T)  #497  FBB_CMD29        V VIA .
$897       7.067     9.817   3  2C   (T)  #2169 FBB_D55          V VIA .
$898       7.029     9.784   3  2C   (T)  #2167 FBB_D53          V VIA .
$899       6.966     9.784   3  2C   (T)  #2196 FBB_EDC6         V VIA .
$900       6.900     9.787   3  2C   (T)  #2162 FBB_D49          V VIA .
$901       6.931     9.747   3  2C   (T)  #2165 FBB_D51          V VIA .
$902       6.901     9.688   3  2C   (T)  #2161 FBB_D48          V VIA .
$903       6.952     9.675   3  2C   (T)  #2164 FBB_D50          V VIA .
$904       7.061     9.689   3  2C   (T)  #2168 FBB_D54          V VIA .
$905       7.079     9.739   3  2C   (T)  #2166 FBB_D52          V VIA .
$906       7.186     9.721   2  2C   (T)  #2089 FBB_CLK1#        V VIA .
$907       7.266     9.705   2  2C   (T)  #2159 FBB_D46          V VIA .
$908       7.329     9.736   3  2C   (T)  #2157 FBB_D44          V VIA .
$909       7.392     9.735   3  2C   (T)  #2155 FBB_D42          V VIA .
$910       7.460     9.732   2  1C   (T)  #2153 FBB_D40          V VIA .
$911       7.408     9.501   3  2C   (T)  #2144 FBB_D32          V VIA .
$912       7.422     9.452   3  2C   (T)  #2145 FBB_D33          V VIA .
$913       7.426     9.390   3  2C   (T)  #2151 FBB_D39          V VIA .
$914       7.376     9.406   3  2C   (T)  #2147 FBB_D35          V VIA .
$915       7.312     9.406   3  2C   (T)  #2149 FBB_D37          V VIA .
$916       7.360     9.484   3  2C   (T)  #2146 FBB_D34          V VIA .
$917       7.313     9.501   3  2C   (T)  #2148 FBB_D36          V VIA .
$918       7.265     9.481   3  2C   (T)  #2150 FBB_D38          V VIA .
$919       7.217     9.500   3  2C   (T)  #2107 FBB_CMD26        V VIA .
$920       7.130     9.524   2  2C   (T)  #2103 FBB_CMD22        V VIA .
$921       6.998     9.499   1  2C   (T)  #2204 FBB_WCK67        V VIA .
$922       7.091     9.469   3  2C   (T)  #2111 FBB_CMD31        V VIA .
$923       7.092     9.406   3  2C   (T)  #2178 FBB_D63          V VIA .
$924       7.306     9.185   1  2B   (T)  #166  FBB_DEBUG1       V VIA .
$925       7.365     9.274   1  2B   (T)  #2202 FBB_WCK45        V VIA .
$926       7.459     9.299   3  1C   (T)  #2104 FBB_CMD23        V VIA .
$927       7.386     8.894   2  2B   (T)  #2186 FBB_DBI4         V VIA .
$928       7.410     8.818   3  2B   (T)  #2085 FB_VREF          V PIN T7103.1
$929       7.354     8.796   3  2B   (T)  #161  FB_CAL_TERM      V VIA .
$930       7.293     8.829   2  2B   (T)  #286  FB_CAL_PU        V VIA .
$931       7.224     8.895   3  2B   (T)  #2195 FBB_EDC5         V VIA .
$932       7.175     8.878   3  2B   (T)  #2158 FBB_D45          V VIA .
$933       7.155     8.628   3  2B   (T)  #2031 FBA_D4           V VIA .
$934       7.222     8.665   3  2B   (T)  #1997 FBA_D0           V VIA .
$935       7.333     8.748   3  2B   (T)  #287  FB_CAL_PD        V VIA .
$936       7.415     8.302   1  2B   (T)  #229  +PEX_PLLVDD      V VIA .
$937       7.238     8.513   3  2B   (T)  #1994 FBA_CMD7         V VIA .
$938       7.189     8.528   3  2B   (T)  #162  FBA_DEBUG0       V VIA .
$939       7.156     8.567   3  2B   (T)  #1965 FBA_CLK0         V VIA .
$940       7.148     8.285   3  2B   (T)  #2029 FBA_D38          V VIA .
$941       7.204     8.283   3  2B   (T)  #2028 FBA_D37          V VIA .
$942       7.259     8.319   2  2B   (T)  #164  FBA_DEBUG1       V VIA .
$943       7.404     8.087   1  2B   (T)  #1265 PCIEG_TXN11      V VIA .
$944       7.288     8.135   1  2B   (T)  #284  PEX_TSTCLK_OUT   V VIA .
$945       7.173     8.186   3  2B   (T)  #2024 FBA_D33          V VIA .
$946       7.180     8.136   3  2B   (T)  #2023 FBA_D32          V VIA .
$947       7.172     8.086   3  2B   (T)  #2032 FBA_D40          V VIA .
$948       7.040     7.770   3  2B   (T)  #1259 PCIEG_TXN14      V VIA .
$949       7.098     7.790   3  2B   (T)  #1293 PCIEG_TXN15      V VIA .
$950       7.154     7.795   3  2B   (T)  #1283 PCIEG_TXN13      V VIA .
$951       7.206     7.796   3  2B   (T)  #1235 PCIEG_TXN12      V VIA .
$952       7.282     7.791   3  2B   (T)  #1279 PCIEG_TXP11      V VIA .
$953       7.342     7.797   3  2B   (T)  #1245 PCIEG_TXP10      V VIA .
$954       7.396     7.795   3  2B   (T)  #1233 PCIEG_TXP9       V VIA .
$955       7.447     7.792   3  1B   (T)  #1273 PCIEG_TXP8       V VIA .
$956       7.416     7.285   1  2B   (T)  #1254 PCIENB_RXP14     V VIA .
$957       7.322     7.547   1  2B   (T)  #1234 PCIENB_RXP6      V VIA .
$958       7.378     7.746   3  2B   (T)  #1249 PCIEG_TXN9       V VIA .
$959       7.168     7.733   3  2B   (T)  #1267 PCIEG_TXP13      V VIA .
$960       7.100     7.689   3  2B   (T)  #1294 PCIENB_RXN0      V VIA .
$961       7.054     7.717   3  2B   (T)  #1257 PCIEG_TXP14      V VIA .
$962       6.987     7.704   2  2B   (T)  #815  FB_PLLAVDD       V VIA .
$963       7.000     7.594   1  2B   (T)  #1260 PCIENB_RXN1      V VIA .
$964       7.106     7.625   3  2B   (T)  #1232 PCIENB_RXP0      V VIA .
$965       7.241     7.594   3  2B   (T)  #1280 PCIENB_RXP4      V VIA .
$966       7.228     7.537   3  2B   (T)  #1246 PCIENB_RXP5      V VIA .
$967       7.002     7.474   3  2B   (T)  #1268 PCIENB_RXP2      V VIA .
$968       6.941     7.495   3  2B   (T)  #1284 PCIENB_RXN2      V VIA .
$969       6.958     7.423   3  2B   (T)  #1266 PCIENB_RXN4      V VIA .
$970       7.015     7.395   3  2B   (T)  #1292 PCIENB_RXN5      V VIA .
$971       7.062     7.366   3  2B   (T)  #1250 PCIENB_RXN6      V VIA .
$972       6.971     7.319   3  2B   (T)  #1282 PCIENB_RXN7      V VIA .
$973       7.028     7.303   3  2B   (T)  #1274 PCIENB_RXP7      V VIA .
$974       7.078     7.291   3  2B   (T)  #1256 PCIENB_RXP8      V VIA .
$975       7.131     7.269   3  2B   (T)  #1264 PCIENB_RXN8      V VIA .
$976       7.026     7.216   3  2B   (T)  #1238 PCIENB_RXN10     V VIA .
$977       6.967     7.249   2  2B   (T)  #1272 PCIENB_RXP9      V VIA .
$978       6.987     7.184   3  2B   (T)  #1242 PCIENB_RXP10     V VIA .
$979       7.043     7.141   2  2B   (T)  #1240 PCIENB_RXN12     V VIA .
$980       7.021     7.039   2  2B   (T)  #1755 DMI_RXP0         V VIA .
$981       7.052     6.978   2  2B   (T)  #1757 DMI_RXP2         V VIA .
$982       6.975     6.965   3  2B   (T)  #1756 DMI_RXP1         V VIA .
$983       6.920     6.965   3  2B   (T)  #1244 PCIENB_RXN14     V VIA .
$984       6.971     6.908   3  2B   (T)  #1270 PCIENB_RXP15     V VIA .
$985       6.939     6.859   3  2B   (T)  #1747 DMI_TXP0         V VIA .
$986       6.969     6.807   3  2B   (T)  #1744 DMI_TXN1         V VIA .
$987       7.031     6.834   3  2B   (T)  #1745 DMI_TXN2         V VIA .
$988       7.062     6.874   3  2B   (T)  #1758 DMI_RXP3         V VIA .
$989       7.669     7.167   1  1B   (T)  #52   PM_SUSB#         V VIA .
$990       7.744     7.126   2  1B   (T)  #870  FAN0_PWM         V VIA .
$991       7.817     7.095   2  1B   (T)  #481  FAN0_TACH        V VIA .
$992       7.893     7.078   2  1B   (T)  #122  +3VSG_AON        V VIA .
$993       8.086     7.242   2  1B   (T)  #130  NV_GC6_FB_EN     V VIA .
$994       8.158     7.278   2  1B   (T)  #879  DGPU_LIMIT       V VIA .
$995       8.064     7.348   1  1B   (T)  #1543 DGPU_PWR_EN#     V VIA .
$996       7.977     7.270   1  1B   (T)  #413  CLK_PEGA_REQ0#   V VIA .
$997       7.864     7.329   1  1B   (T)  #89   VGA_THERM#       V VIA .
$998       7.839     7.450   2  1B   (T)  #142  N17150582        V VIA .
$999       7.774     7.487   2  1B   (T)  #1288 PCIENB_RXN15     V VIA .
$1000      7.681     7.584   3  1B   (T)  #1290 PCIENB_RXP12     V VIA .
$1001      7.776     7.666   2  1B   (T)  #1248 PCIENB_RXP13     V VIA .
$1002      7.663     7.646   3  1B   (T)  #1276 PCIENB_RXP11     V VIA .
$1003      7.551     7.634   1  1B   (T)  #1262 PCIENB_RXN9      V VIA .
$1004      7.614     7.722   2  1B   (T)  #1241 PCIEG_TXP5       V VIA .
$1005      7.488     7.721   3  1B   (T)  #1255 PCIEG_TXP7       V VIA .
$1006      7.501     7.771   3  1B   (T)  #1263 PCIEG_TXN7       V VIA .
$1007      7.542     7.802   3  1B   (T)  #1271 PCIEG_TXP6       V VIA .
$1008      7.594     7.798   3  1B   (T)  #1237 PCIEG_TXN5       V VIA .
$1009      7.645     7.797   3  1B   (T)  #1251 PCIEG_TXN4       V VIA .
$1010      7.696     7.803   3  1B   (T)  #1239 PCIEG_TXN3       V VIA .
$1011      7.727     7.721   2  1B   (T)  #1289 PCIEG_TXP3       V VIA .
$1012      7.771     7.792   3  1B   (T)  #1285 PCIEG_TXN2       V VIA .
$1013      7.822     7.799   3  1B   (T)  #1243 PCIEG_TXN1       V VIA .
$1014      7.834     7.730   2  1B   (T)  #1253 PCIEG_TXP1       V VIA .
$1015      7.876     7.793   3  1B   (T)  #1269 PCIEG_TXP0       V VIA .
$1016      7.944     7.732   1  1B   (T)  #487  CLK_PEGA_REQ0#_VGA V VIA .
$1017      7.996     7.804   3  1B   (T)  #1964 N17213499        V VIA .
$1018      8.037     7.771   3  1B   (T)  #1731 I2CA_SDA         V VIA .
$1019      8.060     7.652   1  1B   (T)  #1730 I2CA_SCL         V VIA .
$1020      8.059     7.540   1  1B   (T)  #486  GPU_PWRON        V VIA .
