 GL552VWR20ENG        FABMASTER (R)          licence #5053 NATSTEEL, 

 Test Fixture Nails    2107/2362 Selected Drills           29-Jun-2015 18:02
                       2107 Nails, 2371 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$1677      3.249     3.785   2  3A   (B)  #1613 P_12VSUS_CP2_20  V VIA .
$1678      3.312     3.817   2  3A   (B)  #367  P_5VSUS_LX_30    V VIA .
$1679      3.355     3.710   2  3A   (B)  #1612 P_12VSUS_VCLK_20 V VIA .
$1680      3.400     3.657   2  3A   (B)  #2307 P_12VSUS_CP3_20  V VIA .
$1681      3.641     3.821   1  3A   (B)  #221  +3V_CARD         V VIA .
$1682      3.787     3.732   1  3A   (B)  #1054 P_3VADSW_VSENS_10 V VIA .
$1683      3.685     3.541   1  3A   (B)  #102  MS_D0            V VIA .
$1684      3.083     2.932   1  3A   (B)  #532  +1.0VSUS         V VIA .
$1685      3.091     3.376   1  3A   (B)  #583  VCCST_PWRGD      V VIA .
$1686      3.224     3.567   1  3A   (B)  #1611 P_12VSUS_CP1_20  V VIA .
$1687      2.930     3.480   1  3A   (B)  #101  N46027130        V VIA .
$1688      2.935     3.364   1  3A   (B)  #1526 P_LS_VCCST_PG_10 V VIA .
$1689      2.741     3.014   1  3A   (B)  #1680 P_1.0VSUS_VO_S   V VIA .
$1690      3.096     2.551   1  3A   (B)  #871  KB_LED_PWM       V VIA .
$1691      2.753     2.410   1  3A   (B)  #644  N26735638        V VIA .
$1692      2.609     2.452   1  3A   (B)  #578  N26715770        V VIA .
$1693      2.635     2.690   1  3A   (B)  #2329 P_1.0VSUS_HG_30  V VIA .
$1694      2.377     2.520   1  3A   (B)  #1637 P_1.0VSUS_SNB_S  V VIA .
$1695      2.101     2.566   1  3A   (B)  #1302 P_1.0VSUS_LG_30  V VIA .
$1696      1.817     2.662   1  3A   (B)  #1051 +5V_USBA         V VIA .
$1697      1.707     2.867   1  3A   (B)  #1415 +5V_USB2         V VIA .
$1698      2.296     2.920   1  3A   (B)  #355  P_1.0VSUS_LX_30  V VIA .
$1699      2.364     3.289   1  3A   (B)  #1426 PCIE4_RXN_GLAN   V VIA .
$1700      2.662     3.423   1  3A   (B)  #545  P_LS_VCCST_PG#_10 V VIA .
$1701      2.784     3.524   2  3A   (B)  #1023 SD_CD#           V VIA .
$1702      2.758     3.591   2  3A   (B)  #1958 L_TRDP2          V VIA .
$1703      2.670     3.610   1  3A   (B)  #1961 L_TRDM3          V VIA .
$1704      2.391     3.587   1  3A   (B)  #1018 SD_CMD           V VIA .
$1705      1.874     3.382   1  3A   (B)  #1050 +5V_USBB         V VIA .
$1706      1.771     3.567   1  3A   (B)  #1414 +5V_USB1         V VIA .
$1707      2.330     3.751   2  3A   (B)  #226  +3V_LAN          V VIA .
$1708      2.400     3.740   2  3A   (B)  #1022 SD_D1            V VIA .
$1709      2.457     4.501   2  3A   (B)  #1378 LAN_VDDCT        V VIA .
$1710      2.506     4.570   2  3A   (B)  #537  P_3VA_DSW_PG#_10 V VIA .
$1711      2.475     4.690   2  3A   (B)  #559  +12VSUS          V PIN PT8704.1
$1712      2.407     4.684   2  3A   (B)  #2326 P_LS_MPHY_EN_10  V VIA .
$1713      2.329     4.693   2  3A   (B)  #2327 P_LS_12VS_EN_10  V VIA .
$1714      2.201     4.692   1  3A   (B)  #2325 P_LS_12V_EN_10   V VIA .
$1715      1.929     4.441   2  3A   (B)  #1946 L_TRLP0          V VIA .
$1716      1.911     4.376   3  3A   (B)  #1947 L_TRLM0          V VIA .
$1717      1.932     4.321   3  3A   (B)  #1948 L_TRLP1          V VIA .
$1718      1.911     4.268   3  3A   (B)  #1949 L_TRLM1          V VIA .
$1719      1.934     4.222   3  3A   (B)  #1950 L_TRLP2          V VIA .
$1720      1.911     4.173   3  3A   (B)  #1951 L_TRLM2          V VIA .
$1721      1.934     4.091   3  3A   (B)  #1952 L_TRLP3          V VIA .
$1722      1.907     4.043   3  3A   (B)  #1953 L_TRLM3          V VIA .
$1723      1.662     4.021   3  3A   (B)  #2235 L_TRLM3_L        V VIA .
$1724      1.614     4.059   3  3A   (B)  #2234 L_TRLP3_L        V VIA .
$1725      1.747     4.148   2  3A   (B)  #2232 L_TRLM2_L        V VIA .
$1726      1.685     4.185   2  3A   (B)  #2231 L_TRLP2_L        V VIA .
$1727      1.671     4.335   2  3A   (B)  #2229 L_TRLM0_L        V VIA .
$1728      1.735     4.372   2  3A   (B)  #2228 L_TRLP0_L        V VIA .
$1729      1.463     5.073   2  3A   (B)  #1048 HDMI_SDA_CON     V VIA .
$1730      1.645     5.146   1  3A   (B)  #616  HDMI_HPD1        V VIA .
$1731      1.537     5.279   1  3A   (B)  #1564 CC_SDA           V VIA .
$1732      1.511     5.197   2  3A   (B)  #615  HDMI_HPD_CON     V VIA .
$1733      1.458     5.151   2  3A   (B)  #1047 HDMI_SCL_CON     V VIA .
$1734      1.046     5.865   1  3B   (B)  #1322 USB_C_SUB2       V PIN T4701.1
$1735      1.342     6.140   1  3B   (B)  #1319 USB_C_U2A_P_C    V VIA .
$1736      1.568     6.142   1  3B   (B)  #1317 USB_C_U2A_N_C    V VIA .
$1737      1.501     5.665   1  3A   (B)  #1494 ILIM             V VIA .
$1738      1.585     5.463   1  3A   (B)  #1563 CC_SCL           V VIA .
$1739      1.648     5.671   2  3A   (B)  #1558 N47988183        V VIA .
$1740      1.709     5.629   2  3A   (B)  #1559 N47988180        V VIA .
$1741      1.722     5.701   2  3B   (B)  #2347 N45689418        V PIN T4713.1
$1742      1.735     5.768   2  3B   (B)  #2349 N45689421        V PIN T4714.1
$1743      1.820     5.795   2  3B   (B)  #2346 N45689412        V PIN T4711.1
$1744      1.827     5.863   2  3B   (B)  #2348 N45689415        V PIN T4712.1
$1745      1.791     5.968   2  3B   (B)  #1585 USB31_01_PWRON   V PIN T4605.1
$1746      1.860     5.964   2  3B   (B)  #1586 USB31_02_PWRON   V PIN T4606.1
$1747      1.916     5.924   2  3B   (B)  #1577 USB31_02_OCI#    V VIA .
$1748      1.929     5.995   2  3B   (B)  #1582 PE_RST#          V VIA .
$1749      1.992     6.067   1  3B   (B)  #1571 U3_TEST_EN       V VIA .
$1750      2.053     5.917   1  3B   (B)  #1576 USB31_01_OCI#    V VIA .
$1751      2.034     5.746   3  3B   (B)  #1593 USB31_02_U2P     V VIA .
$1752      1.985     5.729   3  3B   (B)  #1591 USB31_02_U2N     V VIA .
$1753      2.048     5.678   2  3A   (B)  #1599 U3_VCCSUS_O      V VIA .
$1754      1.949     5.578   2  3A   (B)  #1584 PGND             V VIA .
$1755      1.904     5.631   2  3A   (B)  #1598 U3_VCCSUS_IN     V VIA .
$1756      1.807     5.609   1  3A   (B)  #1562 PORT             V VIA .
$1757      1.873     5.488   1  3A   (B)  #1557 ADDR             V VIA .
$1758      2.026     5.392   1  3A   (B)  #1567 N44938402        V VIA .
$1759      2.090     5.276   1  3A   (B)  #1570 N44938408        V VIA .
$1760      2.281     4.971   1  3A   (B)  #437  USB31_SMI#       V VIA .
$1761      2.180     5.463   2  3A   (B)  #1573 U3_UART_RX       V PIN T4602.1
$1762      2.175     5.532   2  3A   (B)  #1574 U3_UART_TX       V PIN T4601.1
$1763      2.111     5.595   2  3A   (B)  #1578 U3_EXTL_O        V PIN T4609.1
$1764      2.181     5.601   2  3A   (B)  #1600 VCC_IN           V VIA .
$1765      2.253     5.604   3  3A   (B)  #1568 U3_PORST#        V VIA .
$1766      2.251     5.528   2  3A   (B)  #1589 U3_SPI_DI        V VIA .
$1767      2.324     5.521   3  3A   (B)  #600  N44937930        V VIA .
$1768      2.317     5.597   3  3A   (B)  #1588 U3_SPI_CS#       V VIA .
$1769      2.411     5.601   1  3A   (B)  #1587 SMI#             V VIA .
$1770      2.525     5.614   3  3A   (B)  #1150 PCIE6_TXN_USB31_X1 V VIA .
$1771      2.502     5.663   3  3A   (B)  #1148 PCIE6_TXP_USB31_X1 V VIA .
$1772      2.518     5.725   3  3B   (B)  #1156 PCIE6_RXP_USB31_X1 V VIA .
$1773      2.490     5.794   3  3B   (B)  #1154 PCIE5_RXN_USB31_X1 V VIA .
$1774      2.522     5.843   3  3B   (B)  #1146 PCIE5_TXN_USB31_X1 V VIA .
$1775      2.487     5.890   3  3B   (B)  #1144 PCIE5_TXP_USB31_X1 V VIA .
$1776      2.510     5.951   2  3B   (B)  #1014 U3_XI            V VIA .
$1777      2.501     6.023   2  3B   (B)  #1015 U3_XO            V VIA .
$1778      2.465     6.105   2  3B   (B)  #2350 N45424319        V PIN T4703.1
$1779      2.395     6.130   2  3B   (B)  #2351 N45424322        V PIN T4704.1
$1780      2.390     6.205   2  3B   (B)  #2363 N45424316        V PIN T4705.1
$1781      2.320     6.210   2  3B   (B)  #2364 N45424313        V PIN T4706.1
$1782      2.252     6.225   2  3B   (B)  #2353 N45424328        V PIN T4709.1
$1783      2.200     6.135   2  3B   (B)  #2365 N45424331        V PIN T4707.1
$1784      2.130     6.125   2  3B   (B)  #2352 N45424334        V PIN T4708.1
$1785      2.185     6.205   2  3B   (B)  #2354 N45424325        V PIN T4710.1
$1786      1.780     7.078   1  3B   (B)  #1601 +5VS_IO          V PIN T6201.1
$1787      1.787     7.170   1  3B   (B)  #281  HP_A_R_R         V VIA .
$1788      1.884     7.437   1  3B   (B)  #1697 N39969273        V VIA .
$1789      1.911     7.178   1  3B   (B)  #1696 HP_A_R_C         V VIA .
$1790      1.860     7.040   1  3B   (B)  #2252 SENSE_PORT_A_IO  V VIA .
$1791      1.994     7.038   1  3B   (B)  #280  HP_A_R_IO        V VIA .
$1792      2.177     7.113   1  3B   (B)  #2253 N39969287        V VIA .
$1793      2.168     6.999   1  3B   (B)  #239  MICBIASB_IO      V VIA .
$1794      2.258     7.021   1  3B   (B)  #282  HP_A_L_IO        V VIA .
$1795      2.307     7.143   1  3B   (B)  #1694 HP_A_L_C         V VIA .
$1796      2.369     7.000   2  3B   (B)  #283  HP_A_L_R         V VIA .
$1797      2.420     6.954   2  3B   (B)  #238  MIC_IN_AC_E_IO   V VIA .
$1798      2.508     7.141   1  3B   (B)  #2254 SENSE_PORT_B_IO  V VIA .
$1799      2.688     7.116   1  3B   (B)  #2255 N39969328        V VIA .
$1800      2.777     7.150   1  3B   (B)  #1695 MIC_IN_AC_E_CON  V VIA .
$1801      3.110     7.041   1  3B   (B)  #1053 N38522116        V VIA .
$1802      4.877     6.617   1  2B   (B)  #2304 P_IMVP8_VCC_LX1_R_30 V VIA .
$1803      4.856     6.727   1  2B   (B)  #1081 P_IMVP8_VCC_BST1_30 V VIA .
$1804      5.399     6.876   1  2B   (B)  #1097 P_IMVP8_SA_HG1_30 V VIA .
$1805      5.514     6.913   3  2B   (B)  #352  N14513464        V VIA .
$1806      5.565     6.915   3  2B   (B)  #1096 P_IMVP8_SA_BST1_30 V VIA .
$1807      5.587     6.967   3  2B   (B)  #353  P_IMVP8_SA_LX1_30 V VIA .
$1808      5.867     7.250   1  2B   (B)  #1619 P_IMVP8_SA_SNB1_S V VIA .
$1809      5.946     7.311   1  2B   (B)  #1681 P_VCCIO_S        V VIA .
$1810      6.240     7.139   1  2B   (B)  #1892 CLK_CPU_BCLK     V VIA .
$1811      6.206     7.043   1  2B   (B)  #1761 EDP_DISP_UTIL    V PIN T0301.1
$1812      5.634     6.823   1  2B   (B)  #2299 P_IMVP8_SA_LX1_R_30 V VIA .
$1813      5.689     6.553   1  2B   (B)  #21   P_IMVP8_VSP_1PH_L_10 V VIA .
$1814      5.863     6.524   1  2B   (B)  #19   P_IMVP8_VSN_1PH_L_10 V VIA .
$1815      5.952     6.497   2  2B   (B)  #1506 N44768258        V VIA .
$1816      5.989     6.570   3  2B   (B)  #18   VCCSA_VSSSENSE   V VIA .
$1817      5.983     6.630   3  2B   (B)  #1507 N44768256        V VIA .
$1818      6.302     7.005   2  2B   (B)  #1764 DDI5_TX0_DP      V PIN T0315.1
$1819      6.302     7.075   2  2B   (B)  #1762 DDI5_TX0_DN      V PIN T0314.1
$1820      6.327     7.140   3  2B   (B)  #1765 DDI5_TX1_DP      V PIN T0303.1
$1821      6.375     7.098   3  2B   (B)  #1199 PCIENB_TXP0      V VIA .
$1822      6.428     7.104   3  2B   (B)  #1169 PCIENB_TXN1      V VIA .
$1823      6.406     7.055   3  2B   (B)  #1167 PCIENB_TXN0      V VIA .
$1824      6.372     7.005   3  2B   (B)  #1763 DDI5_TX1_DN      V PIN T0302.1
$1825      6.485     6.999   3  2B   (B)  #1171 PCIENB_TXN2      V VIA .
$1826      6.569     6.997   3  2B   (B)  #1209 PCIENB_TXP5      V VIA .
$1827      6.535     7.034   3  2B   (B)  #1175 PCIENB_TXN4      V VIA .
$1828      6.465     7.047   3  2B   (B)  #1203 PCIENB_TXP2      V VIA .
$1829      6.502     7.092   3  2B   (B)  #1173 PCIENB_TXN3      V VIA .
$1830      6.555     7.081   3  2B   (B)  #1207 PCIENB_TXP4      V VIA .
$1831      6.638     7.108   3  2B   (B)  #1179 PCIENB_TXN6      V VIA .
$1832      6.683     7.062   3  2B   (B)  #1183 PCIENB_TXN8      V VIA .
$1833      6.645     7.029   3  2B   (B)  #1213 PCIENB_TXP7      V VIA .
$1834      6.695     7.010   3  2B   (B)  #1217 PCIENB_TXP9      V VIA .
$1835      6.744     6.998   3  2B   (B)  #1219 PCIENB_TXP10     V VIA .
$1836      6.785     7.028   3  2B   (B)  #1221 PCIENB_TXP11     V VIA .
$1837      6.746     7.061   3  2B   (B)  #1185 PCIENB_TXN9      V VIA .
$1838      6.758     7.110   3  2B   (B)  #1215 PCIENB_TXP8      V VIA .
$1839      6.816     7.107   3  2B   (B)  #1187 PCIENB_TXN10     V VIA .
$1840      6.831     7.056   3  2B   (B)  #1189 PCIENB_TXN11     V VIA .
$1841      6.878     7.079   3  2B   (B)  #1191 PCIENB_TXN12     V VIA .
$1842      6.926     7.105   3  2B   (B)  #1223 PCIENB_TXP12     V VIA .
$1843      6.908     6.998   1  2B   (B)  #1195 PCIENB_TXN14     V VIA .
$1844      6.997     7.106   3  2B   (B)  #1227 PCIENB_TXP14     V VIA .
$1845      7.043     7.082   3  2B   (B)  #1197 PCIENB_TXN15     V VIA .
$1846      7.251     6.883   3  2B   (B)  #1510 SM_RCOMP2        V VIA .
$1847      7.246     6.947   3  2B   (B)  #640  SM_RCOMP1        V VIA .
$1848      7.109     7.089   2  2B   (B)  #1229 PCIENB_TXP15     V VIA .
$1849      7.208     7.255   3  2B   (B)  #1226 PCIEG_RXP2       V VIA .
$1850      7.165     7.290   3  2B   (B)  #1194 PCIEG_RXN2       V VIA .
$1851      7.106     7.305   3  2B   (B)  #1224 PCIEG_RXP3       V VIA .
$1852      7.129     7.246   3  2B   (B)  #1228 PCIEG_RXP1       V VIA .
$1853      7.075     7.209   3  2B   (B)  #1196 PCIEG_RXN1       V VIA .
$1854      6.990     7.216   3  2B   (B)  #1225 PCIENB_TXP13     V VIA .
$1855      6.961     7.258   3  2B   (B)  #1193 PCIENB_TXN13     V VIA .
$1856      6.923     7.493   3  2B   (B)  #1212 PCIEG_RXP9       V VIA .
$1857      6.973     7.484   3  2B   (B)  #1182 PCIEG_RXN8       V VIA .
$1858      7.021     7.464   3  2B   (B)  #1214 PCIEG_RXP8       V VIA .
$1859      7.073     7.455   3  2B   (B)  #1184 PCIEG_RXN7       V VIA .
$1860      7.129     7.435   3  2B   (B)  #1216 PCIEG_RXP7       V VIA .
$1861      7.178     7.425   3  2B   (B)  #1218 PCIEG_RXP6       V VIA .
$1862      7.142     7.525   3  2B   (B)  #1180 PCIEG_RXN9       V VIA .
$1863      7.091     7.536   3  2B   (B)  #1178 PCIEG_RXN10      V VIA .
$1864      7.035     7.554   3  2B   (B)  #1210 PCIEG_RXP10      V VIA .
$1865      7.108     7.639   2  2B   (B)  #1172 PCIEG_RXN13      V VIA .
$1866      7.088     7.705   2  2B   (B)  #1170 PCIEG_RXN14      V VIA .
$1867      7.439     7.648   3  2B   (B)  #1188 PCIEG_RXN5       V VIA .
$1868      7.472     7.690   3  1B   (B)  #1220 PCIEG_RXP5       V VIA .
$1869      7.430     7.718   3  2B   (B)  #1186 PCIEG_RXN6       V VIA .
$1870      7.431     9.172   1  2B   (B)  #170  N44290729        V VIA .
$1871      7.427     9.259   1  2B   (B)  #2203 FBB_WCK45#       V VIA .
$1872      7.298     9.261   3  2B   (B)  #2172 FBB_D58          V VIA .
$1873      7.303     9.209   3  2B   (B)  #2170 FBB_D56          V VIA .
$1874      7.248     9.106   1  2B   (B)  #2176 FBB_D61          V VIA .
$1875      7.200     9.240   3  2B   (B)  #2173 FBB_D59          V VIA .
$1876      7.166     9.310   3  2C   (B)  #1551 N41189337        V VIA .
$1877      7.150     9.220   3  2B   (B)  #2171 FBB_D57          V VIA .
$1878      7.147     9.170   3  2B   (B)  #2189 FBB_DBI7         V VIA .
$1879      7.088     9.156   3  2B   (B)  #2175 FBB_D60          V VIA .
$1880      7.067     9.212   3  2B   (B)  #2197 FBB_EDC7         V VIA .
$1881      6.637     9.289   3  2B   (B)  #2008 FBA_D19          V VIA .
$1882      6.632     9.238   3  2B   (B)  #2006 FBA_D17          V VIA .
$1883      6.835     8.885   3  2B   (B)  #2063 FBA_DBI2         V VIA .
$1884      6.780     8.865   3  2B   (B)  #2010 FBA_D20          V VIA .
$1885      6.785     8.800   3  2B   (B)  #2012 FBA_D22          V VIA .
$1886      6.845     8.820   3  2B   (B)  #2013 FBA_D23          V VIA .
$1887      6.941     8.757   1  2B   (B)  #2021 FBA_D30          V VIA .
$1888      6.820     8.763   3  2B   (B)  #1999 FBA_D10          V VIA .
$1889      6.782     8.714   3  2B   (B)  #2059 FBA_D8           V VIA .
$1890      6.805     8.584   2  2B   (B)  #1991 FBA_CMD4         V VIA .
$1891      6.880     8.563   3  2B   (B)  #1989 FBA_CMD3         V VIA .
$1892      6.933     8.578   3  2B   (B)  #167  N44258436        V VIA .
$1893      6.925     8.520   3  2B   (B)  #1993 FBA_CMD6         V VIA .
$1894      6.943     8.453   3  2B   (B)  #492  FBA_CMD13        V VIA .
$1895      6.894     8.473   3  2B   (B)  #490  FBA_CMD14        V VIA .
$1896      6.845     8.494   3  2B   (B)  #1972 FBA_CMD11        V VIA .
$1897      6.853     8.433   3  2B   (B)  #493  FBA_CMD29        V VIA .
$1898      6.910     8.387   2  2B   (B)  #1982 FBA_CMD22        V VIA .
$1899      6.943     8.238   3  2B   (B)  #168  N44258438        V VIA .
$1900      6.934     8.175   3  2B   (B)  #2047 FBA_D54          V VIA .
$1901      6.905     8.122   3  2B   (B)  #2046 FBA_D53          V VIA .
$1902      7.054     7.782   2  2B   (B)  #262  PEX_TERMP        V VIA .
$1903      7.001     7.710   1  2B   (B)  #1200 PCIEG_RXP15      V VIA .
$1904      6.647     7.606   1  2B   (B)  #2213 N33310057        V VIA .
$1905      6.612     7.419   3  2B   (B)  #1204 PCIEG_RXP13      V VIA .
$1906      6.628     7.359   3  2B   (B)  #1206 PCIEG_RXP12      V VIA .
$1907      6.627     7.205   1  2B   (B)  #1177 PCIENB_TXN5      V VIA .
$1908      6.531     7.209   2  2B   (B)  #1205 PCIENB_TXP3      V VIA .
$1909      6.447     7.204   2  2B   (B)  #1201 PCIENB_TXP1      V VIA .
$1910      6.351     7.343   3  2B   (B)  #521  P_VCCIO_VCC_20   V VIA .
$1911      6.303     7.380   3  2B   (B)  #597  P_VCCIO_CS_10    V VIA .
$1912      6.206     7.383   1  2B   (B)  #606  P_VCCIO_LX_30    V VIA .
$1913      6.417     7.615   1  2B   (B)  #1487 P_VCCIO_VTTREF_10 V VIA .
$1914      6.518     7.532   1  2B   (B)  #357  P_VCCIO_FB_10    V VIA .
$1915      6.529     7.775   1  2B   (B)  #2212 N33310049        V VIA .
$1916      5.994     8.196   1  2B   (B)  #1547 N33408237        V VIA .
$1917      6.600     8.202   1  2B   (B)  #637  N33374706        V VIA .
$1918      6.625     8.102   1  2B   (B)  #1546 N33374712        V VIA .
$1919      6.688     8.018   3  2B   (B)  #2043 FBA_D50          V VIA .
$1920      6.731     7.986   3  2B   (B)  #2044 FBA_D51          V VIA .
$1921      6.771     8.032   3  2B   (B)  #2041 FBA_D49          V VIA .
$1922      6.812     8.079   3  2B   (B)  #2067 FBA_DBI6         V VIA .
$1923      6.757     8.091   3  2B   (B)  #2075 FBA_EDC6         V VIA .
$1924      6.792     8.136   3  2B   (B)  #2045 FBA_D52          V VIA .
$1925      6.865     8.155   3  2B   (B)  #2048 FBA_D55          V VIA .
$1926      6.812     8.338   3  2B   (B)  #1981 FBA_CMD21        V VIA .
$1927      6.827     8.386   3  2B   (B)  #1987 FBA_CMD27        V VIA .
$1928      6.755     8.397   2  2B   (B)  #1978 FBA_CMD19        V VIA .
$1929      5.817     8.498   1  2B   (B)  #1409 +5VS_FAN0        V VIA .
$1930      5.819     8.693   1  2B   (B)  #289  FBA_VREFC        V VIA .
$1931      5.966     8.810   1  2B   (B)  #2211 N33304336        V VIA .
$1932      5.798     8.865   1  2B   (B)  #2210 N33304304        V VIA .
$1933      5.861     8.942   1  2B   (B)  #288  FBA_VREFD        V VIA .
$1934      6.006     9.008   1  2B   (B)  #1545 N33355330        V VIA .
$1935      5.774     9.532   1  2C   (B)  #1484 P_CHG_ACOK_R_10  V VIA .
$1936      5.740     9.886   1  2C   (B)  #617  P_TEMPSENS_TM3_10 V VIA .
$1937      5.891     9.948   1  2C   (B)  #1500 PWRLIMIT#_CPU    V VIA .
$1938      5.986     9.937   2  2C   (B)  #1499 N45001806        V VIA .
$1939      6.025     9.877   2  2C   (B)  #1306 P_PL_AC_THROTTLE_10 V VIA .
$1940      5.979     9.784   2  2C   (B)  #2322 P_PL_AC_THROTTLE_GPU_10 V VIA .
$1941      5.900     9.772   2  2C   (B)  #2324 N58704107        V VIA .
$1942      5.958     9.716   2  2C   (B)  #613  N58704069        V VIA .
$1943      5.959     9.618   1  2C   (B)  #38   N58678539        V VIA .
$1944      6.068     9.524   2  2C   (B)  #313  N58704057        V VIA .
$1945      6.142     9.468   1  2C   (B)  #2216 N33960854        V VIA .
$1946      6.113     9.587   2  2C   (B)  #1099 P_CHG_ACDET_10   V VIA .
$1947      6.288     9.584   1  2C   (B)  #1101 P_CHG_ACOK_10    V VIA .
$1948      6.348     9.442   1  2C   (B)  #2217 N33960893        V VIA .
$1949      6.458     9.476   2  2C   (B)  #294  FBB_VREFC_H      V VIA .
$1950      6.436     9.557   2  2C   (B)  #1102 P_CHG_ACP_10     V VIA .
$1951      6.577     9.543   1  2C   (B)  #1115 P_CHG_VCC_30     V VIA .
$1952      6.497     9.643   1  2C   (B)  #1100 P_CHG_ACN_10     V VIA .
$1953      6.492     9.775   1  2C   (B)  #1105 P_CHG_BST_30     V VIA .
$1954      6.289     9.676   1  2C   (B)  #1108 P_CHG_IADP_10    V VIA .
$1955      6.186     9.709   3  2C   (B)  #1109 P_CHG_IDCHG_10   V VIA .
$1956      6.135     9.705   3  2C   (B)  #612  P_CHG_PROCHOT#_10 V VIA .
$1957      6.092     9.795   1  2C   (B)  #2323 NEW_PWRLIMIT#_CPU V VIA .
$1958      6.169     9.960   2  2C   (B)  #1107 P_CHG_CMPOUT_10  V VIA .
$1959      6.210     9.909   2  2C   (B)  #1106 P_CHG_CMPIN_10   V VIA .
$1960      6.258     9.844   3  2C   (B)  #1111 P_CHG_SCL_5      V VIA .
$1961      6.258     9.775   2  2C   (B)  #1112 P_CHG_SDA_5      V VIA .
$1962      6.399     9.903   3  2C   (B)  #1113 P_CHG_SRN_10     V VIA .
$1963      6.340     9.907   3  2C   (B)  #1104 P_CHG_BATSRC_20  V VIA .
$1964      6.285     9.895   3  2C   (B)  #1103 P_CHG_BATPRES#_10 V VIA .
$1965      6.243    10.016   2  2C   (B)  #372  P_CHG_TB_STAT#_10 V VIA .
$1966      6.288    10.072   2  2C   (B)  #2    P_CHG_RSENS_SHAPE V VIA .
$1967      6.549    10.098   2  2C   (B)  #1616 P_CHG_SRN_L_10   V VIA .
$1968      6.659    10.068   1  2C   (B)  #1617 P_CHG_SRP_L_10   V VIA .
$1969      6.517    10.029   2  2C   (B)  #548  P_CHG_ILIM_10    V VIA .
$1970      6.465     9.968   2  2C   (B)  #1114 P_CHG_SRP_10     V VIA .
$1971      6.565     9.909   2  2C   (B)  #1110 P_CHG_REGN_20    V VIA .
$1972      6.646     9.894   2  2C   (B)  #303  P_CHG_BST_R_30   V VIA .
$1973      6.779     9.645   1  2C   (B)  #2312 P_CHG_VCC_R_20   V VIA .
$1974      7.077    10.027   1  2C   (B)  #1493 P_CHG_INPUT_SHAPE V VIA .
$1975      7.305     9.933   1  2C   (B)  #373  P_CHG_HG_30      V VIA .
$1976      7.324    10.064   1  2C   (B)  #1    P_CHG_LX_30      V VIA .
$1977      7.412    10.308   1  2C   (B)  #1640 P_CHG_SNB_20     V VIA .
$1978      8.067    10.043   1  1C   (B)  #3    BAT              V VIA .
$1979      7.547     9.762   1  1C   (B)  #295  FBB_VREFD_H      V VIA .
$1980      7.602     9.664   2  1C   (B)  #494  FBB_CMD14        V VIA .
$1981      7.578     9.602   2  1C   (B)  #2095 FBB_CMD15        V VIA .
$1982      7.552     9.499   2  1C   (B)  #495  FBB_CMD30        V VIA .
$1983      7.627     9.502   2  1C   (B)  #496  FBB_CMD13        V VIA .
$1984      7.752     9.261   2  1B   (B)  #2110 FBB_CMD3         V VIA .
$1985      7.740     9.191   2  1B   (B)  #2112 FBB_CMD4         V VIA .
$1986      7.820     9.159   3  1B   (B)  #165  FBB_DEBUG        V VIA .
$1987      7.791     9.109   3  1B   (B)  #169  N44290728        V VIA .
$1988      7.701     9.130   3  1B   (B)  #2114 FBB_CMD6         V VIA .
$1989      7.653     9.100   3  1B   (B)  #2092 FBB_CMD10        V VIA .
$1990      7.513     9.110   1  1B   (B)  #2109 FBB_CMD28        V VIA .
$1991      7.581     7.854   1  1B   (B)  #1222 PCIEG_RXP4       V VIA .
$1992      7.523     7.718   3  1B   (B)  #1192 PCIEG_RXN3       V VIA .
$1993      7.514     7.662   3  1B   (B)  #1190 PCIEG_RXN4       V VIA .
$1994      7.674     7.652   2  1B   (B)  #300  +3VSG_MAIN       V VIA .
$1995      7.696     7.723   2  1B   (B)  #140  N43540171        V VIA .
$1996      7.709     7.820   3  1B   (B)  #1198 PCIEG_RXN0       V VIA .
$1997      7.753     7.854   3  1B   (B)  #1230 PCIEG_RXP0       V VIA .
$1998      7.809     7.847   3  1B   (B)  #503  JTAG_TRST        V VIA .
$1999      7.763     7.707   2  1B   (B)  #668  +VGA_CORE_DISCHRG V VIA .
$2000      7.777     7.463   2  1B   (B)  #669  +3VSG_MAIN_DISCHRG V VIA .
$2001      7.809     7.390   2  1B   (B)  #139  3V3_MAIN_EN      V VIA .
$2002      7.887     7.211   1  1B   (B)  #796  +2.5V            V VIA .
$2003      8.161     7.302   1  1B   (B)  #594  DGPU_FBVDDQ_DSG  V VIA .
$2004      8.080     7.436   1  1B   (B)  #199  +1.5VSG_DISCHRG  V VIA .
$2005      7.929     7.430   3  1B   (B)  #143  DGPU_DSG_MAIN    V VIA .
$2006      7.961     7.486   3  1B   (B)  #197  +PEX_VDD_DISCHRG V VIA .
$2007      7.908     7.561   1  1B   (B)  #134  N43550430        V VIA .
$2008      7.869     7.731   2  1B   (B)  #198  +3VSG_AON_DISCHRG V VIA .
$2009      7.935     7.739   2  1B   (B)  #135  DGPU_DSG_SW      V VIA .
$2010      8.011     7.736   2  1B   (B)  #596  DGPU_PWRON_SW    V VIA .
$2011      8.083     7.633   2  1B   (B)  #137  DGPU_PWRON_3.3VSG V PIN T7701.1
$2012      8.135     7.704   1  1B   (B)  #141  N43547327        V VIA .
